"Movie Title","Review","Score","Genres"
"collide_2017","A girl (Felicity Jones) needs a new kidney, his guy (Nicholas Hoult) is ready to do anything to get the money needed. So he gets back to his old criminal life, getting stuck between feuding gangsters (Anthony Hopkins, Ben Kingsley).'Collide' is functional, fast-paced and sometimes fun, if ultimately uninvolving actioneer. I have mostly positive things to say about it althought the result is not good enough to earn a recommendation.There will be a lot of shooting, punching and fast cars to satisfy the genre fan who just wants to see something new. The movie also has legendary actors Kingsley and Hopkins together on screen for the first time. And the young stars will not disappoint.But the screenplay is so sloppy that it's hard to stay invested. Firstly I didn't quite buy the main story arc of young petty thief outmaneuvering two veteran criminals with small armies, especially because it was done the cheapest way possible (sudden twists whenever convenient for storytellers). I also didn't buy the young hero as a guy never making mistakes or even getting hit hard, although he was constantly hunted by men who work as killers, and have a lot of shooting experience.Also, the story sits uncomfortably between two chairs, being neither serious enough nor tongue-in-cheek enough. You can't take it as a top-shelf actioneer, and it's not quite a flamboyant eurotrash either (many of the Jason Statham movies).As result, some of the stuff works (the beginning, action scenes), some not. Story becomes progressively more stupid, and Hopkins and Kingsley playing 'colorful' gangsters is like a ham-fisted parody of their roles in earlier, better movies.At least young stars are doing good work. Jones is cute enough to justify all this punching and shooting, and it's always good to see Hoult ('About a Boy', the newest 'Mad Max', Hank / Beast in 'X-Men') in a role which doesn't serve as just a window dressing.If he got a movie role as big and colorful as in the first season of TV series 'Skins', he could be the next Hollywood hero. He looks good in action too.","25","Mystery & Suspense, Action & Adventure"
"collide_2017","'Collide' is a knock-off 'Fast and the Furious' film about a hustler trying to make a better life for his ailing girlfriend (Felicity Jones). When a deal goes bad between two German drug lords (Ben Kingsley, Anthony Hopkins), Kingsley consigns the guy to steal a shipment of cocaibe from Hopkins. What ensues is a cheesy, third rate damsel in distress tale with cars that we've seen a million times before. The characters are static, and the action is whirlwind and confusing. This fim is also lookist and despite having entertainment value is a knock off rip off of better kidnap plots involving drugs and cars ------------------------------------ C","20","Mystery & Suspense, Action & Adventure"
"collide_2017","It was good but could have been better the car chases were good and the little action that was in it was not bad either. Safe to say you don't have to see right away but it's a good home movie to watch.","30","Mystery & Suspense, Action & Adventure"
"collide_2017","Dreadful dialogue, and the love story between the two leads just purely lack any chemistry. Get the DVD though, the action scenes are actually good when they happen.","20","Mystery & Suspense, Action & Adventure"
"collide_2017","Great story, superb acting, lots of action","50","Mystery & Suspense, Action & Adventure"
"collide_2017","Terrible plot, a great cast that just showed up for a paycheck, although there are a couple of good chase scenes. 40/100.","20","Mystery & Suspense, Action & Adventure"
"collide_2017","'Collide' aka 'Autobahn' is a poorly conceived and executed action film that seems more like a highlight reel of Nicholas Hoult's attempt to be a solo action star.","10","Mystery & Suspense, Action & Adventure"
"collide_2017","Just a silly pastime","20","Mystery & Suspense, Action & Adventure"
"collide_2017","very good movie don't rely on rotten tomatoes","40","Mystery & Suspense, Action & Adventure"
"the_lego_batman_movie","One Of The Best Batman Movie In A Long Time.","50","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Not a fan of this movie it did not feel like a Batman movie because Batman did not fight joker and there we're different villains from different movies so this movie was not good boo!!!","10","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","This movie had two scenes that were completely epic to watch: the clothes changing montage, and the 1960's back flash montage. The rest of the movie kind of lost me. It's still a very enjoyable film to watch, but in particular I liked the first Lego Movie the better .","30","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","For a non-batman fan, I do love this movie. It was like base on a 90's kid playing lego batman that made into a movie. It has the humor same with the lego movie, I'm not quite sure if this movie is relatable to kids, it has a lot of adult humor onto it. As a full grown adult, it was such a hit to me. I wish they could make more of this Lego Movie franchise, like a Justice League version, perhaps?","40","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","One of the best Batman films.","50","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","The best Bruce Wayne story we've ever scene, Lego Batman offers the same fun, wit, and color the original movie possessed.","45","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Everything is dark and awesome!","50","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Liked it. Funny, but not as funny as the first Lego film.","35","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Excellently animated and super funny, but a touch too manic and dizzying at times takes some of its appeal away","35","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Well...at least it's better than the first Lego movie, but that ending regarding saving the city and me going WTF?","25","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Fun, but not as fun as the Lego Movie.","35","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","This lego movie starts off with great satire but it slowly loses the way towards a family togetherness finale. The lego movie series is 2 for 2 and with another film due later this year, you would think the odds on their side. I liked the film and the humour, the voice work is incredible but a lot of those are lost in the midst of so many. If you're a Batman film you enjoy the interesting nods to 75 years of Batman history and some of those characters are laughably bad. Kids will enjoy the comedy but it is not just made for kids, the film will appeal to adults as well. I hope they continue with the spinoffs and there are so many they can do without direct sequels. The lego movie was extremely clever and this film is right up there but fails to stick the final third. 10-06-2017.","40","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","This Batman movie works as an homage to all the Batman villains and also allies throughout its existence. It has a creative plot, reaching out to other villains from other universes such as Harry Potter, The Matrix, King Kong and The Lord of the Rings Trilogy. It has a lot of funny references and it is enjoyable to watch.","45","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","As the second edition in the Lego Movie franchise, it's just as memorable or more so than the first Lego Movie. The theme is fantastic and it was super funny. I would recommend this to anyone all ages.","50","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Meh. I'd skip it. You'd think they could have done a much better job with the most interesting character from the Lego movie. The joke wears really thin in the first 5 minutes though, and then it's a sappy and poorly written movie.","20","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","(R.I.P Adam West) The squeal to the modern hit 'The LEGO Movie'. The movie follows Batman (Will Arnett) adopting a young orphan named Dick Grayson (Micheal Cera). In which we see batman saving Gotham from villains, and learning about teamwork, family, and friends. The animation well done like the original, as well as the morals are told. However, it trys to much on pop culture refrences (which aren't all bad) with batman being plain meh. First of all, the animation is like the original not to fast, not to slow, not to hyper-realistic, but just right. The animation is wonky at times but, its passable. The star Batman trys so hard to be a mean guy, that it makes him ehhhh okay. Thanks to Will Arnett, it holds up to remind of the less mean batman from 'The LEGO Movie'. The lessons told in the movie will leave you feeling great as they are well told in the story. It shows the bounding of Batman and Dick being a good family, it can get weird at times, just ignore those parts. Finally, the large amount of pop culture references is scattered from Alfred's speech, to the big creatures in the final act of the film. Its wild, its fun, its nostalgic in many ways want a movie with pop culture from Warner Brothers? Overall, if Batman Had more personality, and if the movie had less pop culture references it would be better. The plus is the animation, morals, and the leads performance. 3 1/2 stars 72%","35","Action & Adventure, Animation, Kids & Family, Comedy"
"the_lego_batman_movie","Laughs a minute. Too funny even.","50","Action & Adventure, Animation, Kids & Family, Comedy"
"beauty_and_the_beast_2017","A Good Live Action Version Compared To The Original With All New Music And CGI.","40","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","its was okay. strange pick of characters","30","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","So very meh, I can honestly say, totally not my scene.","25","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Casted perfectly and visuals were pretty awesome but must admit that I was slightly underwhelmed. I had really high expectations for this film but it didn't live up to the hype. Emma Watson is fun to look at however.","35","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","loved it ...will See it again and again","50","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Are those songs really necessary? why talking with songs and dance without any reasons. Sometimes it feels like you are tickling me to laugh but it didn't work.","25","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","This movie would have been great if they didn't cast Emma Watson as Belle. I like her but she did not fit the Belle characters innocence and sweetness and the Be Our Guest Scene was tragic. Beast and Gaston did a wonderful job. Beautiful scenes but Emma just didn't speak to me. Her singing is awful as well.","30","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Not spectacular, but still genuinely enjoyable. Some of the sets, directing, and cinematography weren't all that satisfying, but I still had a pretty decent time watching this. There wasn't really much that made this as memorable as the animated original. Each of the character portrayers had there decent moments, some different yet neat character restorations and story add-ons, as well as slight changes to the overall story as well. Not the greatest animated to real life concept, but still just okay.","35","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","This movie was well filmed and incredibly enjoyable! Emma Watson did a magnificent job portraying Belle and I would highly recommend it!!!!","40","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Excellent live action remake to an animated Disney classic! Bought the movie on BluRay recently after seeing it in the theater a couple months ago. Pitch perfect casting of all the characters overall. Especially liked the performances of Emma Watson as Belle, Ewan McGregor as Lumiere, and Luke Evans as Gaston. Each brought their animated counterpart characters to life as well as could be imagined. Each member of the ensemble cast brought some realness and distinct personality to their characters in this live-action version. From the charm, fearlessness, independence, and radiance that Emma Watson represented and embodied into Belle. To the enthusiasm and pure fun that Ewan McGregor embraced with Lumiere. From the brashness and over-the-top entertaining persona Luke Evans brought to Gaston. The casting, acting performances, along with the CGI special effects, and the direction together combined to make this movie a magnificent success. For all the comments about auto-tuning the vocals of Emma Watson, it likely did happen. But they likely also did some level of auto-tuning for the other cast members vocals as well. But it honestly did not bother me. Some level of vocal enhancement, audio processing, and fine auto-tuning of recorded singing likely happens for movie musicals and audio recording studios for various performers. Not just for actors/actresses in movie musicals, but for studio music albums released for even the best musical artists. So some level of vocal sound production was likely done for the singing moments during this movie musical for the cast members to varying extents. In the end, this live action version 'Beauty & The Beast' will finish as one of the Top 10 grossing movies all-time revenue grosses earned at the box office. Both domestically and internationally worldwide overall. So based on those box office results, a vast majority people who saw this movie enjoyed, were entertained, and pleased with what they saw in the theaters. Amazing accomplishment to all involved in the movie for giving us an entertaining live action version of an animated classic that will be remembered for generations to come. Superb job!","50","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","To be honest, this movie disappointed me, in terms of overdoing things. I mean this movie was great, but it was a bit exaggerating","25","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Only managed to watch about 10 minutes of this... and with much effort. It seems more like a Hollywood attempt at a bad Bollywood movie than the original classic. None of the human characters are likeable. The Plot: Belle is sick of her 'provincial' (read 'poor') life [she sings a whole song about it] but, then meets a super wealthy beast (read super wealthy ugly mo-fo) who takes her to Paris and wines and dines her in his massive castle - he also gives her a sizeable library without flinching. This leads her to fall in love with him (read his money) and that breaks the spell and he becomes good looking (in reality plastic surgery). All young girls should strive to find a rich man no matter how ugly he is","05","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Superb movie. Very entertaining live-action remake of a Disney animated classic. Saw it in the theater opening weekend back in mid-March and just bought the movie on BluRay disc this week. The casting was 1st rate overall. Starting with Emma Watson, who portrayed Belle with modern enlightenment, radiance, and fearless strength. While at the same time, instilling a sense of charm and touch of sweetness that gives the main character Belle a completeness and realism that forms the core of the movie. She embodied and naturally grew into the role of Belle as the movie developed and brought the animated character to life as well as could be imagined and portrayed in this live action remake. Other standout performers include Dan Stevens as the Beast/Prince. Luke Evans as Gaston, Ewan McGregor as Lumiere, and Emma Thompson as Mrs. Potts. The overall casting selections was the primary strength of this Disney movie musical remake.As far as the comments about auto-tuning vocals, this movie musical likely had it's fair share of vocal optimization and audio processing of the singing scenes during production release. Every musical production and studio recording album goes through that process. Why is that? Because even the best singers and musical artists generally sound better on their released studio recording albums compared to live event concert singing, so it is the nature of the process. I think Emma Watson and the rest of the cast each gave admirable vocal performances during their singing moments. Other than Luke Evans and Ewan McGregor, I don't think any of the actors portraying the other main characters had previous Broadway stage theater play experience. If this was casting for the Broadway musical version, then better singers and stage performers would have clearly been cast. But given this was casting for a movie/musical remake, so the combination acting talents and singing abilities of the actors and actresses were well-chosen and more than fit the bill to provide a top-notch movie/musical production.This live action remake version of 'Beauty & The Beast' has become an all-time Top 10 movie at the US domestic ($500+ million) and international worldwide ($1.25+ billion) in box office revenues. As both a success with critics and this behemoth box office performance with audience worldwide, the results and reactions speak for itself. Well done, great work, and amazing accomplishment by Walt Disney studios, director Bill Condon, and by the great acting ensemble cast. Looking forward to more live action remakes. Sensational achievement in movie making by everyone involved!","50","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","One cannot help but to compare this 'Beauty And The Beast' with the Disney cartoon, given that it hews so closely to the original cartoon version. At times in the beginning, the films seemed shot-for-shot duplicates. In that light, the live-action music, characters and singing just aren't as 'big' as those in the animated film. However, making such a comparison, is not fair to this live-action version, which itself is very fine. The sets and costumes are spectacular. The CGI is (mostly) impressive. (Just avoid looking at the Beast's face throughout the film and you'll think it was faultless.) The music is marvelous on its own, even if most of the new numbers are lackluster. This version is a definite five-star film on its own, which would be clearly evident it it didn't have to measure up to its predecessor.","50","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Really cool movie. Follows the plot of the disney animated film with a few added details. If you liked the animated film, you are sure to like this one!","40","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","This movie was not what I expected at any level but overall it was a pleasant, enjoyable experience. A bit to my surprise I found myself enjoying the musical scenes of the movie the most. The singing, dancing and visuals were spot on in nearly all of them. The visuals overall in the movie I thought were great, the movie certainly had style. The animated characters were a strong suit rather than a weak point. The acting was good, which would be expected with this cast. But there was enough missing that it wasn't great. I think it had to do with synthesis, how it all came together. Perhaps it was drawn out a bit much with not enough material. The crucial tail end of the relationship felt a bit contrived and did not work well. I also did not like the whole concept of the enchantress playing a wicked god who tortures a whole village over nothing important, but perhaps not much can be done about the source material which is a fairy tale. If you like a visually stunning movie with realistic looking animations of everyday objects, a delightfully entertaining musical, solid acting by a stellar cast between musical scenes, and a solid plot that gives its cast some material to work with, clean-cut family fun, and immersion into a medieval fantasy period piece, then I strongly recommend this movie.","35","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","There was never that SPARK like in the cartoon. Emma Watson could have shown more emotion. I didn't feel the nurturing or love between belle and the beast. I'm glad I didn't waste my money to see it in the theater!","20","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","If you enjoyed the animated feature film as a child you will be in exaltation! Word for word....","40","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"beauty_and_the_beast_2017","Good live action remake of the cartoon.","35","Drama, Romance, Musical & Performing Arts, Science Fiction & Fantasy"
"a_cure_for_wellness","Everything about the movie is GREAT except Dale Dehaan's acting. Don't get me wrong, he is good, just not great. This is sad, because I really like Dehaan. The ending is sort of lame.","30","Mystery & Suspense"
"a_cure_for_wellness","The incredible design and camera work is not enough to overcome a simplistic plot. I will compare this to Tim Burton who has demonstrated a gift for the odd but at the expense of the storyline. I liked certain parts of the film but it felt too commercial to be successful, the budget needed to be lower and the weirdness dialled up to 11. The film flopped and it's fairly obvious why a mid budget film would flop when it is this bizarre. The film needed to be in the 20 million, I can't see where the budget went and that is the problem. In an era where Blumhouse is punching out quality films below 10 million, you need to aim for a similar bar. The director had a great eye for Pirates and The Ring but he hasn't set the world on fire and I feel he needs to reinvent the wheel, no point coasting and that's how I felt for most of the movie. There was a waiting and when it was finally revealed, you just shrug and wonder why you just watched a movie past 2 hours without any redeeming twists or set pieces. This was a giant miss and while it's not terrible, it is no where near being good. 13-06-2017.","20","Mystery & Suspense"
"a_cure_for_wellness","I rarely hate a movie so deeply. To explain myself, i'll say that i was extremely excited to see this movie: the trailer hiked my expectations to the sky. A cure for wellness showed potential for a stylistic masterpiece, and flopped as the horribly acted, horribly scripted wannabe-story mess it is. Firstly, the set design, the soundtrack, the visual experience in general was everything i wanted it to be. Eerie, hauntingly beautiful, sinister, and captivating. But everything else truly disappointed that stylistic potential. Dehaan is TERRIBLE in the role. Giving a joke of a performance as the almost comically static lead. The singular emotion he can show is that furrowed-brow aggravation. In scenes where i feel tension, places where any well acted human would show fear--Dehaan misses all those marks. I hate so much about this movie. A Cure for Wellness feels the need to intentionally hand-hold moviegoers as if they cannot develop thoughts on their own, forcefully mouth-feeding all of the plot to viewers in a painful, obvious script. Overall, A Cure for Wellness is haughty, crossing well over the 'ambitious' line and diving head first into excessive and unnecessary. It opts to gross viewers out through rape, period pools, eel waterboarding, random jerk-off scenes for an easy 'ew,' rather than any real suspense or mystery, which the story completely lacks. The superfluous allegories scattered across the film: the cliche deer symbolism, 'The ballerina is Hanna! Look, they are both dancing! See it? Can you see it? Do you get it?' and all those random, jumbled cut-scenes of eels. Never adding any real meaning to the plot, and far more likely confusing viewers than establishing any sort of atmospheric suspense. Directed as if viewers would somehow easily be fooled into seeing a deeper meaning in all that irrelevant symbolism and hiding behind (deceivingly) stunning visuals, A Cure for Wellness wants to be more sophisticated than what it really is: horrible.","10","Mystery & Suspense"
"a_cure_for_wellness","I really enjoyed this movie. It was a really wel acted non linear storyline. As opposed to the generic vague ending trend that has plagued modern cinema, this film has a definitive ending, although this leaves several loose strings completely unanswered. I had almost as much fun trying to connect the dots after the film as I did watching it. The director has created a hell of an amosphere with its European village setting and usage of a drab color pallets. A lot of haunting imagery is used and I found this film to be one that would stick with me for a while. Fans of movies such as Session 9 and Shutter Island should really enjoy this film","40","Mystery & Suspense"
"a_cure_for_wellness","'There's a germ of a worthy idea somewhere in it's sick little mind and it has a unique production design but 'A Cure for Wellness' is just dull, dull, dull, dull, dull, dull, dull, dull, dull, DULL!'DVD Movie Review: A Cure for WellnessDate Viewed: June 6 2017Directed By Gore Verbinski (Pirates of the Caribbean: The Curse of the Black Pearl, Pirates of the Caribbean: Dead Man's Chest, Mouse Hunt, Rango, The Lone Ranger and The Ring)Screenplay By Justin Haythe, Story By Justin Haythe and Gore VerbinskiStarring: Dane DeHaan, Jason Issacs, Mia Goth, Adrian Schiller, Celia Imrie, Ashok Mandanna, Harry Groener, Godehard Giese, Tomas Norström, Magnus Krepper, Carl Lumbly and Lisa Banes.'A Cure for Wellness' should've found a cure for dullness because this gothic horror thriller is a boring mess and it's two and a half hours long. Sure, the trailer for this film became infamous for showing a woman in a bathtub full of eels and it has some disturbing images but this movie is far from scary. There's a germ of a worthy idea somewhere in it's sick little mind and it has a unique production design but 'A Cure for Wellness' is just dull, dull, dull, dull, dull, dull, dull, dull, dull, DULL!The plot revolves around a young American executive named Lockhart (Dane DeHaan) whose company is the target of an ongoing criminal investigation and the company's board members want him to retrieve the company's CEO Roland Pembroke (Harry Groener) from a mysterious 'wellness center' in the Swiss Alps and bring him back to America so that the board members can pin the investigation on him.When Lockhart arrives at his destination, he slams into a deer and gets into a horrible car accident. When he wakes up, Lockhart finds himself in the mysterious 'wellness center' where he encounters Dr. Heinrich Volmer (Jason Issacs). He's the person in charge of this remote spa and resort and on top of that all of his guests and patients have strange diseases and all of them stay there in the hope of finding a cure for their illness. When Lockhart finds Pembroke, he discovers that he's not himself. Even with a broken leg, Lockhart tries to figure out the history of this 'wellness center' and he even finds the time to hang out with a mysterious girl named Hannah (Mia Goth). When Lockhart finds that there is something off about this so-called 'wellness center', he tries to make a run for it and contacts the authorities but what do you know even the police are on Dr. Heinreich Volmer's payroll. This mad doctor is just as consistent as Hillary Clinton. We also find out that the spa and resort is actually an Arkham Asylum for twisted medical experiments and Dr. Volmer plans on using Hannah for some kind of satanic ritual but I didn't care much at all because this movie is frickin boring.'A Cure for Wellness' was directed by Gore Verbinski who did 'Rango', the first three 'Pirates of the Caribbean' films, 'The Ring', 'Mouse Hunt' and the 2013 big-budget disaster known as 'The Lone Ranger'. Verbinski has taken an off-the-wall premise and he splashes it right in front of us but 'A Cure for Wellness' has major problems, the psychological parts of the film seem unfocused, the horror aspects are nowhere to found, the characters are not really interesting, the script by Verbinski and Justin Haythe (The Clearing, Revolutionary Road, Snitch and The Lone Ranger) makes no sense and yeah just like with Verbinski's three 'Pirates' films and 'The Lone Ranger', the movie doesn't want to end. 'A Cure for Wellness' is a horror film that seems more interested in exposition than wanting to scare the '$&@!' out of you.","15","Mystery & Suspense"
"a_cure_for_wellness","Great story line and wonderful colors throughout the film. A little confusing at the end","35","Mystery & Suspense"
"a_cure_for_wellness","The premise was interesting, plot decent, but the ending left much to be desired.","15","Mystery & Suspense"
"a_cure_for_wellness","I had been looking forward to seeing this as I thought the trailer was brill and it did start off very promisingly until it descended into boringness (dragged on..thought it was about to end three times) And the pay off was absolutely crap imo. Really disappointed! However...the cinematography was absolutely stunning ð??? by far the star of the film. 5/10","25","Mystery & Suspense"
"a_cure_for_wellness","Extremely entertaining, intense, weird, thrilling, creepy, disturbing, & super FUCKED UP. 8/10","45","Mystery & Suspense"
"a_cure_for_wellness","Very underrated, slow, classic, fantasy-vibe horror with just a few bad script/director's decisions (especially in closing Act). Top notch Cinematography (in my opinion as well / great job for horror-genre as Lubezki's work for survival-genre in Revenant) Visuals worth for Oscar nomination. And fantastic, memorable score from Wallfish. Such a shame for Box Office crush. Gore Verbinski made unique picture which did not stand the test of modern cinema expectations.","40","Mystery & Suspense"
"a_cure_for_wellness","This movie was the best psychological horror film I have seen in years.. Visually captivating., exciting, suspenseful. Loved the eerie French sounding music that floated in and out of the film , much like Polanski's Rosemary's Baby...Great movie!!","50","Mystery & Suspense"
